id,arabic,translate_id,narator,hadith_scholar,source,hadith_no,level_of_hadith
471,القُضَاةُ ثَلَاثَةٌ: قَاضِيَانِ فِي النَّارِ، وَقَاضٍ فِي الجَنَّةِ، رَجُلٌ قَضَى بِغَيْرِ الحَقِّ فَعَلِمَ ذَاكَ فَذَاكَ فِي النَّارِ، وَقَاضٍ لَا يَعْلَمُ فَأَهْلَكَ حُقُوقَ النَّاسِ فَهُوَ فِي النَّارِ، وَقَاضٍ قَضَى بِالحَقِّ فَذَلِكَ فِي الجَنَّةِ,"“Hakim itu ada tiga: dua di neraka dan satu di surga. Hakim yang memutuskan hukum tanpa hak, sedangkan ia mengetahui kebenaran, maka ia di neraka. Dan hakim yang tidak mengetahui kebenaran (jahil), sehingga ia menghilangkan hak orang lain, maka ia di neraka. Dan hakim yang memutuskan hukum dengan kebenaran, maka ia di surga”",Buraidah bin Al Hashib Al Aslami,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,1322,Shahih
472,قال الله تعالى: أنا أغنى الشركاء عن الشرك، من عمل عملاً أشرك فيه معي غيري تركته وشركه,"“Allah Ta’ala berfirman: ‘Aku tidak butuh terhadap orang-orang musyrik atas kesyirikan yang mereka lakukan. Barangsiapa yang menyekutukan Aku dengan sesuatu yang lain, akan Ku tinggalkan ia bersama kesyirikannya”",Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,2985,Shahih
473,ليسَ علَى المُسْلِمِ صَدَقَةٌ في عَبْدِهِ ولَا في فَرَسِهِ,“Tidak ada kewajiban zakat bagi seorang Muslim atas hamba sahayanya atau kudanya”,Abu Hurairah,Al Bukhari,Shahih Al Bukhari,1464,Shahih
474,ليسَ علَى المُسْلِمِ في عَبْدِهِ ولا فَرَسِهِ صَدَقَةٌ,“Tidak ada kewajiban zakat bagi seorang Muslim atas hamba sahayanya atau kudanya”,Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,982,Shahih
475,ليسَ علَى المُختلسِ قطعٌ,“Tidak ada hukuman potongan tangan bagi perampok”,Abdurrahman bin 'Auf,Muqbil bin Hadi Al Wadi'i,Ash Shahihul Musnad,916,Shahih
476,ليسَ علَى المُختلسِ قطعٌ,“Tidak ada hukuman potongan tangan bagi perampok”,Abdurrahman bin 'Auf,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,5400,Shahih
477,ليسَ علَى المُختلسِ قطعٌ,“Tidak ada hukuman potongan tangan bagi perampok”,Abdurrahman bin 'Auf,Muhammad Nashiruddin Al Albani,Shahih Ibnu Majah,2116,Shahih
478,يُسَلِّمُ الصَّغِيرُ علَى الكَبِيرِ، والمارُّ علَى القاعِدِ، والقَلِيلُ علَى الكَثِيرِ,“Orang yang berkendara hendaknya lebih dahulu memberi salam kepada yang berjalan kaki. Orang yang berjalan kaki hendaknya lebih dahulu memberi salam kepada orang yang duduk-duduk. Orang yang sedikit hendaknya lebih dahulu memberi salam kepada orang yang banyak”,Abu Hurairah,Al Bukhari,Shahih Al Bukhari,6231,Shahih
479,أنَّ رسولَ اللَّهِ صلَّى اللَّهُ عليهِ وسلَّمَ نَهى أن تُنكَحَ المرأةُ على عمَّتِها أوِ العمَّةُ على ابنةِ أخيها أوِ المرأةُ على خالتِها ، أوِ الخالةُ على بنتِ أختِها . ولا تُنكَحُ الصُّغرى على الكُبرى ، ولا الكُبرى على الصُّغرَى,"“Nabi Shallallahu'alaihi Wasallam melarang menikahi seorang wanita dan 'ammah-nya (bibi dari jalur ayah) sekaligus, atau menikahi seorang 'ammah dan anak dari saudaranya sekaligus, atau menikahi seorang wanita dan khalah-nya (bibi dari jalur ibu) sekaligus, atau menikahi seorang khalah dan anak dari saudarinya sekaligus, atau menikahi seorang kakak dan adiknya sekaligus, atau menikahi seorang adik dan kakaknya sekaligus”",Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih At Tirmidzi,1126,Shahih
480,أنَّ رسولَ اللَّهِ صلَّى اللَّهُ عليهِ وسلَّمَ نَهى أن تُنكَحَ المرأةُ على عمَّتِها أوِ العمَّةُ على ابنةِ أخيها أوِ المرأةُ على خالتِها ، أوِ الخالةُ على بنتِ أختِها . ولا تُنكَحُ الصُّغرى على الكُبرى ، ولا الكُبرى على الصُّغرَى,"“Nabi Shallallahu'alaihi Wasallam melarang menikahi seorang wanita dan 'ammah-nya (bibi dari jalur ayah) sekaligus, atau menikahi seorang 'ammah dan anak dari saudaranya sekaligus, atau menikahi seorang wanita dan khalah-nya (bibi dari jalur ibu) sekaligus, atau menikahi seorang khalah dan anak dari saudarinya sekaligus, atau menikahi seorang kakak dan adiknya sekaligus, atau menikahi seorang adik dan kakaknya sekaligus”",Abu Hurairah,Abu Isa At Tirmidzi,Sunan At Tirmidzi,1126,Hadits hasan shahih
481,صلُّوا عليَّ و اجْتَهِدُوا في الدعاءِ و قولوا : اللهمَّ صَلِّ على محمدٍ ، و على آلِ محمدٍ و بارِكْ على محمدٍ و على آلِ محمدٍ كما بارَكْتَ على إبراهيمَ و آلِ إبراهيمَ ، إِنَّكَ حَمِيدٌ مَجِيدٌ,"“Bershalawatlah kepadaku dan bersungguh-sungguhlah dalam berdoa. Hendaknya kalian ucapkan: “Allahumma shalli ‘ala Muhammad wa aali Muhammad wa baarik ‘ala Muhammad wa aali Muhamamd kamaa baarakta wa aali Ibrahim, innaka hamiidum majid”  (Ya Allah semoga shalawat terlimpah kepada Muhammad dan keluarga Muhammad dan semoga keberkahan terlimpah kepada Muhammad dan keluarga Muhammad, sebagaimana engkau berkahi Ibrahim dan keluarga Ibrahim, sesungguhnya Engkau Maha Terpuji lagi Maha Mulia)”",Zaid bin Kharijah,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,3783,Shahih
482,لا تُنكحُ المرأةُ علَى عمَّتِها ولا العمَّةُ علَى بنتِ أخيها ولا المرأةُ علَى خالتِها ولا الخالةُ علَى بنتِ أختِها ولا تُنكحُ الكبرى علَى الصُّغرى ولا الصُّغرى علَى الكبرى,“Janganlah menikahi seorang wanita dan 'ammah-nya (bibi dari jalur ayah) sekaligus. Janganlah menikahi seorang 'ammah dan anak dari saudaranya sekaligus. Janganlah menikahi seorang wanita dan khalah-nya (bibi dari jalur ibu) sekaligus. Janganlah menikahi seorang khalah dan anak dari saudarinya sekaligus. Janganlah menikahi seorang kakak dan adiknya sekaligus. Janganlah menikahi seorang adik dan kakaknya sekaligus.”,Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih Abu Daud,2065,Shahih
483,الَّذي يَسألُ مِن غيرِ حاجَةٍ كمثلِ الَّذي يلتَقِطُ الجَمرَ,"“Siapa yang meminta-minta kepada orang lain padahal ia tidak mendesak kebutuhannya untuk itu, ia semisal dengan orang yang memungut bara api”",Hubsyi bin Junadah,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,5495,Shahih
484,الَّذي يَسألُ مِن غيرِ حاجَةٍ كمثلِ الَّذي يلتَقِطُ الجَمرَ,"“Siapa yang meminta-minta kepada orang lain padahal ia tidak mendesak kebutuhannya untuk itu, ia semisal dengan orang yang memungut bara api”",Hubsyi bin Junadah,Muhammad Nashiruddin Al Albani,Ghayatul Maram,151,Shahih
485,من سأل من غير فقرٍ فكأنما يأكلُ الجَمْرَ,"“Siapa yang meminta-minta kepada manusia padahal ia tidak fakir, seakan-akan ia memakan bara api”",Hubsyi bin Junadah,Syu'aib Al Arnauth,Takhrij Musnad Ahmad,17508,Shahih li ghairihi
486,من سأل من غير فقرٍ فكأنما يأكلُ الجَمْرَ,"“Siapa yang meminta-minta kepada manusia padahal ia tidak fakir, seakan-akan ia memakan bara api”",Hubsyi bin Junadah,Muqbil bin Hadi Al Wadi'i,Ash Shahihul Musnad,298,Shahih
487,من سأل من غير فقرٍ فكأنما يأكلُ الجَمْرَ,"“Siapa yang meminta-minta kepada manusia padahal ia tidak fakir, seakan-akan ia memakan bara api”",Hubsyi bin Junadah,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,6281,Shahih
488,أتيتُ إلى رسولِ اللَّهِ صلَّى اللَّهُ علَيهِ وسلَّمَ ، فقُلتُ : يا رسولَ اللَّهِ ، دُلَّني على عملٍ فإنِّي قد كَبِرْتُ وضعفتُ وبدَّنتُ ، فقالَ : كبِّري اللَّهَ مائةَ مرَّةٍ ، واحمَدي اللَّهَ مائةَ مرَّةٍ ، وسبِّحي اللَّهَ مائةَ مرَّةٍ خيرٌ من مائةِ فرَسٍ مُلجَمٍ مُسرَجٍ في سبيلِ اللَّهِ ، وخيرٌ من مائةِ بدَنةٍ ، وخيرٌ من مائةِ رقب,"“Aku datang menemui Rasulullah shallallahu ‘alaihi wasallam, lalu aku berkata: “Wahai Rasulullah, ajarkan kepadaku suatu amalan. Karena saya ini sudah tua, dan badan saya sudah lemah. Maka Rasulullah shallallahu ‘alaihi wa sallam bersabda: “Bertakbirlah 100 kali, bertahmidlah 100 kali, dan bertasbihlah 100 kali. Sesungguhnya dzikir-dzikir tersebut lebih baik dibandingkan mempersiapkan 100 ekor kuda pilihan untuk jihad di jalan Allah, dan lebih baik dibandingkan dengan menyembelih 100 ekor unta yang dagingnya dibagikan kepada fakir miskin, dan lebih baik dibandingkan membebaskan 100 orang budak”",Ummu Hani',Muhammad Nashiruddin Al Albani,As Silsilah Al Ahadits Ash Shahihah,1316,Shahih
489,إنَّ اللهَ تعالى صانِعُ كُلِّ صانِعٍ و صَنعَتِهِ,“Sesungguhnya Allah ta'ala lah yang menciptakan setiap pencipta (di dunia) dan yang diciptakannya”,Hudzaifah Ibnul Yaman,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,1777,Shahih
490,إنَّ اللَّهَ خالقُ كلِّ صانعٍ وصنعتِه,“Sesungguhnya Allah lah yang menciptakan setiap pencipta (di dunia) dan yang diciptakannya”,Hudzaifah Ibnul Yaman,Muqbil bin Hadi Al Wadi'i,Ash Shahihul Musnad,306,"Shahih sesuai syarat Muslim, namun tidak di-takhrij oleh beliau berdua"
491,إنَّ اللَّهَ يَصنعُ كلَّ صانعٍ وصنعتَهُ,“Sesungguhnya Allah lah yang menciptakan setiap pencipta (di dunia) dan yang diciptakannya”,Hudzaifah Ibnul Yaman,Ibnu Hajar Al Asqalani,Fathul Bari libni Hajar,13/507,Shahih
492,إنَّ اللَّهَ يَصنعُ كلَّ صانعٍ وصنعتَهُ,“Sesungguhnya Allah lah yang menciptakan setiap pencipta (di dunia) dan yang diciptakannya”,Hudzaifah Ibnul Yaman,Muhammad Nashiruddin Al Albani,As Silsilah Al Ahadits Ash Shahihah,1637,Shahih
493,أوَّلُ ما بُدِئَ به رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ مِنَ الوَحْيِ الرُّؤْيا الصَّالِحَةُ في النَّوْمِ، فَكانَ لا يَرَى رُؤْيا إلَّا جاءَتْ مِثْلَ فَلَقِ الصُّبْحِ، ثُمَّ حُبِّبَ إلَيْهِ الخَلاءُ، وكانَ يَخْلُو بغارِ حِراءٍ فَيَتَحَنَّثُ فيه - وهو التَّعَبُّدُ - اللَّيالِيَ ذَواتِ العَدَدِ قَبْلَ أنْ يَنْزِعَ إلى أهْلِهِ، ويَتَزَوَّدُ لذلكَ، ثُمَّ يَرْجِعُ إلى خَدِيجَةَ فَيَتَزَوَّدُ لِمِثْلِها، حتَّى جاءَهُ الحَقُّ وهو في غارِ حِراءٍ، فَجاءَهُ المَلَكُ فقالَ: اقْرَأْ، قالَ: ما أنا بقارِئٍ، قالَ: فأخَذَنِي فَغَطَّنِي حتَّى بَلَغَ مِنِّي الجَهْدَ ثُمَّ أرْسَلَنِي، فقالَ: اقْرَأْ، قُلتُ: ما أنا بقارِئٍ، فأخَذَنِي فَغَطَّنِي الثَّانِيَةَ حتَّى بَلَغَ مِنِّي الجَهْدَ ثُمَّ أرْسَلَنِي، فقالَ: اقْرَأْ، فَقُلتُ: ما أنا بقارِئٍ، فأخَذَنِي فَغَطَّنِي الثَّالِثَةَ ثُمَّ أرْسَلَنِي، فقالَ: {اقْرَأْ باسْمِ رَبِّكَ الذي خَلَقَ (1) خَلَقَ الإنْسانَ مِن عَلَقٍ (2) اقْرَأْ ورَبُّكَ الأكْرَمُ} [العلق: 1- 3] فَرَجَعَ بها رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ يَرْجُفُ فُؤادُهُ، فَدَخَلَ علَى خَدِيجَةَ بنْتِ خُوَيْلِدٍ رَضِيَ اللَّهُ عَنْها، فقالَ: زَمِّلُونِي زَمِّلُونِي فَزَمَّلُوهُ حتَّى ذَهَبَ عنْه الرَّوْعُ، فقالَ لِخَدِيجَةَ وأَخْبَرَها الخَبَرَ: لقَدْ خَشِيتُ علَى نَفْسِي فقالَتْ خَدِيجَةُ: كَلّا واللَّهِ ما يُخْزِيكَ اللَّهُ أبَدًا، إنَّكَ لَتَصِلُ الرَّحِمَ، وتَحْمِلُ الكَلَّ، وتَكْسِبُ المَعْدُومَ، وتَقْرِي الضَّيْفَ، وتُعِينُ علَى نَوائِبِ الحَقِّ، فانْطَلَقَتْ به خَدِيجَةُ حتَّى أتَتْ به ورَقَةَ بنَ نَوْفَلِ بنِ أسَدِ بنِ عبدِ العُزَّى ابْنَ عَمِّ خَدِيجَةَ وكانَ امْرَأً تَنَصَّرَ في الجاهِلِيَّةِ، وكانَ يَكْتُبُ الكِتابَ العِبْرانِيَّ، فَيَكْتُبُ مِنَ الإنْجِيلِ بالعِبْرانِيَّةِ ما شاءَ اللَّهُ أنْ يَكْتُبَ، وكانَ شيخًا كَبِيرًا قدْ عَمِيَ، فقالَتْ له خَدِيجَةُ: يا ابْنَ عَمِّ، اسْمَعْ مِنَ ابْنِ أخِيكَ، فقالَ له ورَقَةُ: يا ابْنَ أخِي ماذا تَرَى؟ فأخْبَرَهُ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ خَبَرَ ما رَأَى، فقالَ له ورَقَةُ: هذا النَّامُوسُ الذي نَزَّلَ اللَّهُ علَى مُوسَى، يا لَيْتَنِي فيها جَذَعًا، لَيْتَنِي أكُونُ حَيًّا إذْ يُخْرِجُكَ قَوْمُكَ، فقالَ رَسولُ اللَّهِ صَلَّى اللهُ عليه وسلَّمَ: أوَ مُخْرِجِيَّ هُمْ، قالَ: نَعَمْ، لَمْ يَأْتِ رَجُلٌ قَطُّ بمِثْلِ ما جِئْتَ به إلَّا عُودِيَ، وإنْ يُدْرِكْنِي يَوْمُكَ أنْصُرْكَ نَصْرًا مُؤَزَّرًا. ثُمَّ لَمْ يَنْشَبْ ورَقَةُ أنْ تُوُفِّيَ، وفَتَرَ الوَحْيُ. وقال : يونس ومعمر (بوادره),"“Tanda-tanda akan turunnya wahyu kepada Rasulullah shallallahu 'alaihi wasallam adalah berupa mimpi yang benar di dalam tidur beliau. Dan tidaklah beliau bermimpi kecuali datang seperti cahaya subuh. Kemudian beliau diilhamkan rasa senang untuk menyendiri. Lalu Beliau memilih gua Hira dan bertahannuts yaitu 'ibadah di malam hari dalam beberapa waktu lamanya sebelum kemudian kembali kepada keluarganya guna mempersiapkan bekal untuk ber-tahannuts (beribadah) kembali. Kemudian Beliau menemui Khadijah mempersiapkan bekal. Sampai akhirnya datang al-haq (wahyu) saat beliau di gua Hiro, Malaikat datang seraya berkata: ""Bacalah?"" Beliau menjawab: ""Aku tidak bisa baca"". Nabi shallallahu 'alaihi wasallam menjelaskan: Maka Malaikat itu memegangku dan memelukku sangat kuat kemudian melepaskanku dan berkata lagi: ""Bacalah!"" Beliau menjawab: ""Aku tidak bisa baca"". Maka Malaikat itu memegangku dan memelukku sangat kuat kemudian melepaskanku dan berkata lagi: ""Bacalah!"". Beliau menjawab: ""Aku tidak bisa baca"". Malaikat itu memegangku kembali dan memelukku untuk ketiga kalinya dengan sangat kuat lalu melepaskanku, dan berkata lagi: (Bacalah dengan (menyebut) nama Tuhanmu yang Menciptakan, Dia Telah menciptakan manusia dari segumpal darah. Bacalah, dan Tuhanmulah yang Maha Pemurah)."" Nabi shallallahu 'alaihi wasallam kembali kepada keluarganya dengan membawa kalimat wahyu tadi dalam keadaan gelisah. Beliau menemui Khadijah binti Khuwailid seraya berkata: ""Selimuti aku, selimuti aku!"". Beliau pun diselimuti hingga hilang ketakutannya. Lalu Beliau menceritakan peristiwa yang terjadi kepada Khadijah: ""Aku mengkhawatirkan diriku"". Maka Khadijah berkata: ""Demi Allah, Allah tidak akan mencelakakanmu selamanya, karena engkau adalah orang yang menyambung silaturahmi"". Khadijah kemudian mengajak beliau untuk bertemu dengan Waraqah bin Naufal bin Asad bin Abdul 'Uzza, putra paman Khadijah, yang beragama Nasrani di masa Jahiliyyah, dia juga menulis buku dalam bahasa Ibrani, juga menulis Kitab Injil dalam Bahasa Ibrani dengan izin Allah. Saat itu Waraqah sudah tua dan matanya buta. Khadijah berkata: ""Wahai putra pamanku, dengarkanlah apa yang akan disampaikan oleh putra saudaramu ini"". Waraqah berkata: ""Wahai putra saudaraku, apa yang sudah kamu alami"". Maka Rasulullah shallallahu 'alaihi wasallam menuturkan peristiwa yang dialaminya. Waraqah berkata: ""Ini adalah Namus, seperti yang pernah Allah turunkan kepada Musa. Duhai seandainya aku masih muda dan aku masih hidup saat kamu nanti diusir oleh kaummu"". Rasulullah shallallahu 'alaihi wasallam bertanya: ""Apakah aku akan diusir mereka?"" Waraqah menjawab: ""Iya. Karena tidak ada satu orang pun yang datang dengan membawa seperti apa yang kamu bawa ini kecuali akan disakiti (dimusuhi). Seandainya aku ada saat kejadian itu, pasti aku akan menolongmu dengan sesuai kemampuanku"". Waraqah tidak mengalami peristiwa yang diyakininya tersebut karena lebih dahulu meninggal dunia pada masa fatrah (kekosongan) wahyu. Ibnu Syihab berkata; telah mengabarkan kepadaku Abu Salamah bin Abdurrahman bahwa Jabir bin Abdullah Al Anshari bertutur tentang kekosongan wahyu, sebagaimana yang Rasulullah shallallahu 'alaihi wasallam ceritakan: ""Ketika sedang berjalan aku mendengar suara dari langit, aku memandang ke arahnya dan ternyata Malaikat yang pernah datang kepadaku di gua Hira, duduk di atas kursi antara langit dan bumi. Aku pun ketakutan dan pulang, dan berkata: ""Selimuti aku. Selimuti aku"". Maka Allah Ta'ala menurunkan wahyu: (Wahai orang yang berselimut) sampai firman Allah (dan berhala-berhala tinggalkanlah). Sejak saat itu wahyu terus turun berkesinambungan"". Hadis ini juga diriwayatkan oleh Abdullah bin Yusuf dan Abu Shalih juga oleh Hilal bin Raddad dari Az Zuhri. Dan Yunus berkata; dan Ma'mar menyepakati bahwa dia mendapatkannya dari Az Zuhri”",Aisyah,Al Bukhari,Shahih Al Bukhari,3,Shahih
